subject,body,sender_display,sender_email,reply_to,spf,dkim,dmarc,attachments,has_html,num_recipients,label,family,noisy_label
"URGENT: Votre paiement de 1 280,00€ a échoué","Madame, Monsieur,

Nous vous informons qu'une facture de 1 280,00€ retse impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : https://rb.gy/r2182

Cordialement,
Service Facturation Microsoft",Microsoft Service,rh@microsoft.com,,pass,pass,pass,,1,1,1,invoice,1
Votre licence Windows a expiré,"ALERTE DE SÉCURITÉ

Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.

Contactez notre support technique au +33 1 77 55 81 66 ou rendez-vous sur https://microsoft.support/secure/confirm pour nettoyer votre système maintenant.

N'éteignez pas votre ordinateur.

Microsoft Support Technique",Microsoft Service,contact@microsoft.cf,,pass,pass,pass,,1,1,1,support,1
"Colis en attente : frais de douane de 1,99€","Cher client,

Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 1,99€ sont requis pour reprogrammer la livraison.

Confirmez votre adresse et payez les frais ici : http://amazon.web-36.live/reset

Sans action sous 72h, votre colis sera retourné à l'expéditeur.

AMAZON Livraison",Amazon Service,service@confirm712.ga,,fail,fail,fail,,1,1,1,delivery,1
Rappel : paiement de votre abonnement,"Bonjour,

Nous n'avons pas pu prélever votre abonnement de 19,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.

Mettez à jour vos informations dans votre espace client : https://spotify.com/help/billing

Merci,
Spotify",Spotify,contact@spotify.com,,pass,pass,pass,,0,25,0,legit_invoice,0
Votre licence Windows a expiré,"ALERTE DE SÉCURITÉ

Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.

Contactez notre support technique au +33 1 93 63 34 22 ou rendez-vous sur http://microsoft-help.cf/espace-client pour nettoyer votre système maintenant.

N'éteignez pas votre ordinateur.

Microsoft Support Technique",Microsoft Service,contact@micr0soft.net,,fail,none,none,,1,1,1,support,1
Confirmez votre identité immédiatement,"Cher client,
Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.
Vérifiez votre compte : http://23.87.203.164/track
Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.
Service Client Paypal",Paypal Service,security@yahoo.com,info@service-3.buzz,none,fail,fail,,1,1,1,account,1
"Confirmation de paiement : 49,90€","Bonjour Lucas,

Nous vous confirmons votre commande n°435-7164337 d'un montant de 49,90€. Votre paiement a bien été reçu.

Consultez le détail de votre commande dans votre espace client : https://paypal.com/fr/aide

Merci de votre confiance,
Paypal",Paypal,newsletter@paypal.com,contact@paypal.com,pass,pass,pass,,1,1,0,receipt,0
Confirmez votre identité immédiatement,"Cher client,

Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : http://amazon.service-70.ga/signin

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Amazon",Amazon Service,no-reply@portal-amazon.top,reply@web-30.click,fail,none,fail,,0,17,1,account,1
-20% sur votre prochaine commande,"Bonjour, 

Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.

Découvrir les offres : https://netflix.com/settings/offres

Offre valable jusqu'à la fin du mois. Se désabonner : https://netflix.com/mon-espace/unsubscribe

Netflix",Netflix,contact@netflix.com,,pass,pass,none,,0,1,0,marketing,0
Demande de changement de mot de passe,"Cher utilisateur,

Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.

Cliquez ici pour réinitialiser : https://support-spotify.top/track

Si vous n'agissez pas sous 48h, votre compte sera verrouillé.

L'équipe de sécurité Spotify",Spotify Service,noreply@spotify.click,,pass,pass,pass,,1,1,1,reset,1
[Important] Suspension de votre compte Netflix,"Cher client,

Nous avons temporairement limité votre compte suite à une actiivté inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : https://netflix.id-42.online/login

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Netflix",Netflix Service,admin@netf1ix.top,,pass,none,pass,,1,1,1,account,1
Échec de livraison - action nécessaire,"Cher client,

Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 2,50€ sont requis pour reprogrammer la livraison.

Confirmez votre adresse et payez les frais ici : http://chronoopost.com/reset

Sans action sous 72h, votre colis sera retourné à l'expéditeur.

CHRONOPOST Livraison",Chronopost Service,admin@chhronopost.xyz,reply@my-92.net,none,fail,none,,0,1,1,delivery,1
RH: changement de votre RIB pour le salaire,"Madame, Monsieur,

Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.

Accédez au formulaire sécurisé : https://d0cusign.cf/facture/regler

Ceci est obligatoire pour recevoir votre prochain salaire.

Service Ressources Humaines - Umbrella",RH Umbrella,security@gmail.com,,pass,pass,pass,,1,1,1,hr,1
"Votre paiement de 1 280,00€ a échoué","Hellо,

Nous vous informons qu'une fаcture de 1 280,00€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : https://rb.gy/c7387

Cordialement,
Service Facturation Docusign",Docusign Service,contact@docusign.info,,pass,none,pass,facture_impayee.pdf.exe,0,1,1,invoice,1
Votre commande Microsoft - paiement requis,"Cher client,
Nous vous informons qu'une facture de 89,90€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.
Réglez immédiatement votre facture ici : http://microsoft-support.live/signin
Cordialement,
Service Facturation Microsoft",Microsoft Service,no-reply@security448.site,contact@billing-93.support,none,none,fail,,1,1,1,invoice,1
"URGENT: Votre paiement de 599,00€ a échoué","Hellо,

Nous vous informons qu'une fаcture de 599,00€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : http://amazon-login.icu/signin

Cordialement,
Service Facturation Amazon",Amazon Service,contact@outlook.com,,fail,none,fail,,1,1,1,invoice,1
"URGENT: Votre paiement de 349,99€ a échoué","Hello,

Nous vous informons qu'une facture de 349,99€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : http://client-amazon.xyz/auth/validate

Cordialement,
Service Facturation Amazon",Amazon Service,compta@amazon.fr,,pass,pass,pass,,0,1,1,invoice,1
Tâche urgente (je suis en réunion),"Bonjour,

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai beosin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
Daniel Rossi
Directeur Général - Wonka",Daniel Rossi,service@login354.site,info@web-68.support,fail,none,none,,1,1,1,ceo,1
Document RH confidentiel à valider,"Cher client,

Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.

Accédez au formulaire sécurisé : http://doccusign.ml/signin

Ceci est obligatoire pour recevoir votre prochain salaire.

Service Ressources Humaines - Soylent",RH Soylent,alert@outlook.com,,pass,none,none,,1,1,1,hr,1
Nouvelle connexion à votre compte Google,"Cher client,

Une nouvelle connexion à votre compte a été détectée depuis Lyon le 16/03/2026.

Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://google.com/support/security.

L'équipe Google",Google,service@google.com,,pass,pass,pass,,1,1,0,legit_security,0
Les soldes commencent maintenant,"Bonjour, 

Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.

Découvrir les offres : https://orange.fr/offres

Offre valable jusqu'à la fin du mois. Se désabonner : https://orange.fr/settings/unsubscribe

Orange",Orange,service@orange.fr,,none,pass,pass,compte-rendu.docx,1,1,0,marketing,0
-20% sur votre prochaine commande,"Cher client,

Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.

Découvrir les offres : https://spotify.com/compte/offres

Offre valable jusqu'à la fin du mois. Se désabonner : https://spotify.com/orders/unsubscribe

Spotify",Spotify,notifications@spotify.com,,pass,none,pass,,0,1,0,marketing,0
Réclamez votre récompense exclusive maintenant !!!,"FÉLICITATIONS !!!

Vоtre аdresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 500€ !

Réclamez votre gain avant expiration : https://appple.tk/secure/confirm

Offre limitée - cliquez maintenant, il ne reste que quelques heures !

L'équipe des récompenses",Service Récompenses,contact@apple.update-36.online,,softfail,none,fail,facture.zip,0,1,1,prize,1
[Spotify] Activité suspecte détectée,"Cher utilisateur,
Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.
Cliquez ici pour réinitialiser : https://sp0tify.ga/track
Si vous n'agissez pas sous 48h, votre compte sera verrouillé.
L'équipe de sécurité Spotify",Spotify Service,notification@spotify-login.site,,softfail,fail,none,,0,1,1,reset,1
Votre reçu Netflix - commande 721-4448301,"Bonjour Antoine,

Nous vous confirmons votre commande n°721-4448301 d'un montant de 29,99€. Votre paiement a bien été reçu.

Consultez le détail de votre commande dans votre espace clietn : https://netflix.com/orders

Merci de votre confiance,
Netflix",Netflix,service@netflix.com,,pass,pass,pass,,0,1,0,receipt,0
Alerte de sécurité : nouvel appareil détecté,"Madame, Monsieur,
Une nouvelle connexion à votre compte a été détectée depuis Lille le 23/07/2026.
Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://linkedin.com/billing/security.
L'équipe Linkedin",Linkedin,info@linkedin.com,contact@linkedin.com,pass,pass,pass,,1,1,0,legit_security,0
Vérification de compte requise,"Cher client,

Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : http://33.63.46.50/facture/regler

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Paypal",Paypal Service,alert@login223.xyz,info@login-37.top,softfail,fail,fail,,0,1,1,account,1
Échec du prélèvement - mettez à jour votre moyen de paiement,"Cher client,

Nous n'avons pas pu prélever votre abonnement de 12,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.

Mettez à jour vos informations dans votre espace client : https://orange.fr/billing

Merci,
Orange",Orange,newsletter@orange.fr,,pass,pass,pass,,1,1,0,legit_invoice,0
Réclamez votre récompense exclusive maintenant !!!,"FÉLICITATIONS !!!

Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 500€ !

Réclamez votre gain avant expiration : http://13.238.243.113/track

Offre limitée - cliquez maintenant, il ne reste que quelques heures !

L'équipe des récompenses",Service Récompenses,alert@login844.ml,info@login-27.icu,fail,fail,fail,scan.svg,1,1,1,prize,1
[Important] Suspension de votre compte Amazon,"Cher client,
Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.
Vérifiez votre compte : http://57.9.122.239/billing/pay
Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.
Service Client Amazon",Amazon Service,support@login-amazon.info,,pass,pass,none,,1,1,1,account,1
Alerte de sécurité critique sur votre ordinateur,"ALERTE DE SÉCURITÉ

Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.

Contactez notre support technique au +33 8 98 31 10 22 ou rendez-vous sur https://micr0soft.tk/reset pour nettoyer votre système maintenant.

N'éteignez pas votre ordinateur.

Microsoft Support Technique",Microsoft Service,alert@microsoft.espace-92.tk,,fail,fail,fail,,0,1,1,support,1
Tâche urgente (je suis en réunion),"Cher client,

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
Maxime Roux
Directeur Général - Tyrell",Maxime Roux,notification@gmail.com,,fail,fail,none,,0,1,1,ceo,1
Confirmez votre identité immédiatement,"Cher client,

Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : http://orange.login-92.live/login

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Orange",Orange Service,info@orange.tk,,softfail,pass,fail,,1,1,1,account,1
Vérification de compte requise,"Cher client,
Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.
Vérifiez votre compte : https://ammeli.info/login
Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.
Service Client Ameli",Ameli Service,notification@portal897.net,,pass,pass,none,facture.zip,1,41,1,account,1
Offre spéciale abonnés Spotify,"Madame, Monsieur,
Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.
Découvrir les offres : https://spotify.com/settings/offres
Offre valable jusqu'à la fin du mois. Se désabonner : https://spotify.com/mon-espace/unsubscribe
Spotify",Spotify,noreply@spotify.com,,pass,pass,pass,,1,1,0,marketing,0
Rappel : paiement de votre abonnement,"Hello,

Nous n'avons pas pu prélever votre abonnement de 12,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.

Mettez à jour vos informations dans votre espace client : https://spotify.com/billing

Merci,
Spotify",Spotify,newsletter@spotify.com,,pass,pass,pass,,0,1,0,legit_invoice,0
Les slides de présentation,"Salut,

J'ai bien avancé sur les sldies de présentation. Tu peux jeter un œil quand tu as un moment ?
On en parle à la pause si tu veux.

À tout',
Pierre",Pierre Fontaine,pierre.fontaine@stark.com,,pass,pass,none,compte-rendu.docx,1,26,0,colleague,0
Expédition confirmée,"Cher client,

Votre colis (n° de suivi B820319811) a été expédié et sera livré sous 2 à 3 jours ouvrés.

Suivez votre colis : https://amazon.fr/compte/track

Cordialement,
AMAZON",Amazon,security@amazon.fr,,softfail,fail,none,cv.pdf,0,1,0,shipping,0
Votre reçu Paypal - commande 790-5708628,"Bonjour Julie,
Nous vous confirmons votre commande n°790-5708628 d'un montant de 49,90€. Votre paiement a bien été reçu.
Consultez le détail de votre commande dans vtore espace client : https://paypal.com
Merci de votre confiance,
Paypal",Paypal,contact@paypal.com,,fail,pass,pass,,0,25,0,receipt,1
Réclamez votre récompense exclusive maintenant !!!,"FÉLICITATIONS !!!
Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 750€ !
Réclamez votre gain avant expiration : http://amazon-france.info/track
Offre limitée - cliquez maintenant, il ne reste que quelques heures !
L'équipe des récompenses",Service Récompenses,no-reply@amazon-help.site,info@login-69.buzz,none,none,fail,,1,46,1,prize,1
Merci pour votre achat,"Bonjour Nicolas,

Nous vous confirmons votre commande n°129-5853224 d'un montant de 12,99€. Votre paiement a bien été reçu.

Consultez le détail de votre commande dans votre espace client : https://netflix.com/account

Merci de votre confiance,
Netflix",Netflix,noreply@netflix.com,,pass,pass,pass,,1,25,0,receipt,0
Alerte de sécurité : nouvel appareil détecté,"Hello,

Une nouvelle connexion à votre compte a été détectée depuis Berlin le 27/06/2026.

Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://linkedin.com/orders/security.

L'équipe Linkedin",Linkedin,noreply@linkedin.com,contact@linkedin.com,pass,pass,pass,,0,1,0,legit_security,0
Votre newsletter Fedex de la semaine,"Madame, Monsieur,

Voici les dernières actualités de Fedex. Nous avons sélectionné pour vous nouveautés qui pourraient vous intéresser.

Pour en savoir plus, visitez : https://fedex.com/profil

Vous recevez cet email car vous êtes abonné à notre newsletter. Se désabonner : https://fedex.com/fr/aide/unsubscribe

L'équipe Fedex",Fedex,noreply@fedex.com,,none,pass,none,,1,1,0,newsletter,0
Invitation: Entretien annuel,"Bonjour,
Vous êtes invité à la réunion suivante :
Sujet : Daily
Date : 20/09/2026 à 15h00
Lieu : Salle Jupiter
Merci de confirmer votre présence.
Sarah",Sarah Smith,sarah.smith@soylent.com,,pass,pass,pass,,1,1,0,calendar,0
Vérification de compte requise,"Cher client,
Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.
Vérifiez votre compte : http://netflix-login.com/billing/pay
Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.
Service Client Netflix",Netflix Service,info@account-netflix.net,contact@auth-79.info,none,none,pass,,0,1,1,account,1
Action requise : sécurisez votre compte,"Cher utilisateur,

Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.

Cliquez ici pour réinitialiser : http://1inkedin.click/signin

Si vous n'agissez pas sous 48h, votre compte sera verrouillé.

L'équipe de sécurité Linkedin",Linkedin Service,support@confirm784.online,,none,pass,fail,,0,1,1,reset,1
[Microsoft Support] Votre appareil est infecté,"ALERTE DE SÉCURITÉ
Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.
Contactez notre support technique au +33 1 67 66 61 35 ou rendez-vous sur https://microsoft-login.tk/reset pour nettoyer votre système maintenant.
N'éteignez pas votre ordinateur.
Microsoft Support Technique",Microsoft Service,service@gmail.com,,softfail,none,none,,0,1,1,support,1
"Votre remboursement de 128,50€ est disponible","FÉLICITATIONS !!!

Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 750€ !

Réclamez votre gain avant expiration : https://app1e.site/espace-client

Offre limitée - cliquez maintenant, il ne reste que quelques heures !

L'équipe des récompenses",Service Récompenses,security@gmail.com,contact@id-49.online,pass,fail,fail,,1,1,1,prize,1
Rappel : paiement de votre abonnement,"Hello,
Nous n'avons pas pu prélever votre abonnement de 12,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.
Mettez à jour vos informations dans votre espace client : https://orange.fr/orders/billing
Merci,
Orange",Orange,newsletter@orange.fr,contact@orange.fr,pass,pass,pass,rapport.pdf,0,1,0,legit_invoice,0
Bulletin de paie - signature requise,"Madame, Monsieur,

Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.

Accédez au formulaire sécurisé : http://d0cusign.top/reset

Ceci est obligaotire pour recevoir votre prochain salaire.

Service Ressources Humaines - Hooli",RH Hooli,support@yahoo.com,info@security-62.buzz,fail,fail,none,facture.zip,1,1,1,hr,1
Rappel : paiement de votre abonnement,"Hello,

Nous n'avons pas pu prélever votre abonnement de 9,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.

Mettez à jour vos informations dans votre espace client : https://netflix.com/support/billing

Merci,
Netflix",Netflix,noreply@netflix.com,,pass,pass,pass,compte-rendu.docx,0,1,0,legit_invoice,0
Rappel: facture en attente de règlement,"Cher client,
Nоus vous informons qu'une fаcture de 2 450,00€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.
Réglez immédiatement votre facture ici : https://orrange.ml/account/update
Cordialement,
Service Facturation Orange",Orange Service,info@mail204.net,,pass,pass,none,facture_impayee.pdf.exe,1,1,1,invoice,1
Nouvelle connexion à votre compte Linkedin,"Cher client,

Une nouvelle connexion à votre compte a été détectée depuis Lille le 22/06/2026.

Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://linkedin.com/settings/security.

L'équipe Linkedin",Linkedin,info@linkedin.com,,pass,pass,pass,,0,5,0,legit_security,0
Un document a été partagé avec vous,"Hello,

Vous avez de nouvelles activités sur votre compte Google.

Consultez-les ici : https://google.com/support/notifications

Gérez vos préférences de notification dans vos paramètres.

Google",Google,service@google.com,contact@google.com,pass,pass,none,,1,1,0,notification,0
Nouvelle connexion à votre compte Google,"Hello,

Une nouvelle connexion à votre compte a été détectée depuis Lille le 20/07/2026.

Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://google.com/compte/security.

L'équipe Google",Google,noreply@google.com,,pass,pass,pass,cv.pdf,0,2,0,legit_security,0
Point projet - calendrier,"Hello,

Vous êtes invité à la réunion suivante :

Sujet : Rétrospective
Date : 7/06/2026 à 12h00
Lieu : Salle 204

Merci de confirmer votre présence.

Laura",Laura Brown,laura.brown@hooli.com,,pass,pass,pass,,1,1,0,calendar,0
RE: le projet client,"Salut,

J'ai bien avancé sur le projet client. Tu peux jeter un œil quand tu as un moment ?
On en parle à la pause si tu veux.

À tout',
Emma",Emma Müller,emma.müller@tyrell.com,,none,none,none,,1,21,0,colleague,0
FÉLICITATIONS ! Vous avez gagné un iPhone 15,"FÉLICITATIONS !!!

Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 750€ !

Réclamez votre gain avant expiration : http://133.213.206.232/espace-client

Offre limitée - cliquez maintenant, il ne reste que quelques heures !

L'équipe des récompenses",Service Récompenses,support@confirm-google.live,,none,none,none,,0,1,1,prize,1
[Orange] Vérifiez une opération inhabituelle,"Madame, Monsieur,
Nous avons détecté une opération inhabituelle de 129,00€ sur votre compte Orange. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.
Vérifiez vos opérations récentes : https://orange.fr/compte/securite/operations
Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.
Service Sécurité Orange",Orange,info@orange.fr,,pass,pass,none,,0,1,0,legit_account,0
Vous avez été sélectionné - Carte cadeau Netflix de 500€,"FÉLICITATIONS !!!
Vоtre аdresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 1000€ !
Réclamez votre gain avant expiration : http://netflix.portal-49.com/auth/validate
Offre limitée - cliquez maintenant, il ne reste que quelques heures !
L'équipe des récompenses",Service Récompenses,admin@netflix-france.ml,,none,none,none,,1,1,1,prize,1
RH: changement de votre RIB pour le salaire,"Madame, Monsieur,

Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.

Accédez au formulaire sécurisé : http://docusign.service-28.online/auth/validate

Ceci est obligatoire pour recevoir votre prochain salaire.

Service Ressources Humaines - Stark",RH Stark,no-reply@docusign.support,contact@update-11.ga,fail,fail,none,,0,1,1,hr,1
Virement à traiter aujourd'hui,"Hellо,
Je suis аctuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.
Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.
Merci,
Nicolas Martin
Directeur Général - Tyrell",Nicolas Martin,admin@gmx.com,contact@portal-69.buzz,none,fail,fail,,0,1,1,ceo,1
Rappel : paiement de votre abonnement,"Bonjour, 
Nous n'avons pas pu prélever votre abonnement de 39,90€ ce mois-ci. Mreci de vérifier votre moyen de paiement pour éviter une interruption de service.
Mettez à jour vos informations dans votre espace client : https://amazon.fr/orders/billing
Merci,
Amazon",Amazon,newsletter@amazon.fr,contact@amazon.fr,pass,pass,pass,,0,3,0,legit_invoice,0
[LAPOSTE] Votre colis est en attente de livraison,"Madame, Monsieur,

Votre colis (suivi B901669534) est en attente. Des frais de douane de 2,50€ doivent être réglés pour finaliser la livraison.

Confirmez votre adresse et réglez les frais : https://laposte.fr/suivi/B901669534

Vous pouvez suiver votre colis à tout moment depuis votre espace client.

LAPOSTE",Laposte,noreply@laposte.fr,,pass,none,pass,tableau.xlsx,1,1,0,legit_delivery,0
Confirmez votre identité immédiatement,"Cher client,

Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétbalir l'accès complet, confirmez vos informations.

Vérifiez votre compte : http://secure-paypal.live/login

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Paypal",Paypal Service,contact@yahoo.com,,pass,none,pass,,1,1,1,account,1
Demande de changement de mot de passe,"Cher utilisateur,
Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.
Cliquez ici pour réinitialiser : https://sp0tify.top/billing/pay
Si vous n'agissez pas sous 48h, votre compte sera verrouillé.
L'équipe de sécurité Spotify",Spotify Service,security@yahoo.com,contact@confirm-2.support,none,none,fail,,0,15,1,reset,1
Un document a été partagé avec vous,"Hello,

Vous avez de nouvelles activités sur votre compte Google.

Consultez-les ici : https://google.com/support/notifications

Gérez vos préférences de notification dans vos paramètres.

Google",Google,contact@google.com,,pass,pass,none,,1,1,0,notification,0
Votre licence Windows a expiré,"ALERTE DE SÉCURITÉ

Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.

Contactez notre support technique au +33 7 35 54 68 58 ou rendez-vous sur http://app1e.support/facture/regler pour nettoyer votre système maintenant.

N'éteignez pas votre ordinateur.

Apple Support Technique",Apple Service,no-reply@update788.ga,,fail,fail,none,,1,1,1,support,1
[Chronopost] Votre colis n'a pas pu être livré,"Madame, Monsieur,

Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 3,40€ sont requis pour reprogrammer la livraison.

Confirmez votre adresse et payez les frais ici : http://chronopost-support.site/track

Sans action sous 72h, votre colis sera retourné à l'expéditeur.

CHRONOPOST Livraison",Chronopost Service,support@chronopost.security-92.info,,softfail,none,pass,,0,1,1,delivery,1
Réclamez votre récompense exclusive maintenant !!!,"FÉLICITATIONS !!!

Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 750€ !

Réclamez votre gain avant expiration : http://139.213.234.151/login

Offre limitée - cliquez maintenant, il ne reste que quelques heures !

L'équipe des récompenses",Service Récompenses,noreply@neetflix.info,,none,fail,fail,,1,1,1,prize,1
Votre commande a été expédiée,"Bonjour,

Votre colis (n° de suivi C723783886) a été expédié et sera livré sous 2 à 3 jours ouvrés.

Suivez votre colis : https://dhl.com/support/track

Cordialement,
DHL",Dhl,service@dhl.com,,pass,pass,pass,,0,1,0,shipping,0
La réunion de demain,"Salut,

J'ai bien avancé sur la réunion de demain. Tu peux jeter un œil quand tu as un moment ?
On en parle à la pause si tu veux.

À tout',
Sophie",Sophie Roux,sophie.roux@globex.com,contact@globex.com,fail,pass,none,,0,1,0,colleague,0
Alerte : nouvelle opération sur votre compte,"Madame, Monsieur,

Nous avons détecté une opération inhabituelle de 129,00€ sur votre compte Orange. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.

Vérifiez vos opérations récentes : https://orange.fr/support/securite/operations

Si vous reconanissez cette opération, aucune action supplémentaire n'est requise.

Service Sécurité Orange",Orange,info@orange.fr,contact@orange.fr,pass,pass,none,,0,1,0,legit_account,0
Mise à jour de vos coordonnées bancaires (paie),"Bоnjour,

Dаns le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.

Accédez au formulaire sécurisé : http://104.181.207.82/auth/validate

Ceci est obligatoire pour recevoir votre prochain salaire.

Service Ressources Humaines - Initech",RH Initech,admin@login561.tk,reply@secure-67.live,none,none,none,,0,1,1,hr,1
Découvrez nouveaux épisodes de Impots,"Hello,

Voici les dernières actualités de Impots. Nous avons sélectionné pour vous nouveaux épisodes qui pourraient vous intéresser.

Pour en savoir plus, visitez : https://impots.gouv.fr/account

Vous recevez cet email car vous êtes abonné à notre newsletter. Se désabonner : https://impots.gouv.fr/unsubscribe

L'équipe Impots",Impots,info@impots.gouv.fr,,pass,pass,pass,,1,19,0,newsletter,0
